                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4369,                  2.136,                 1.3447,                0.26482,                0.25305,                0.14732,                0.07602,                 1.5322,                 3.7211,                0.93857,             0.00041515,             0.00041515,             0.00041515
